1760964083438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189242 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189242 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189242 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189405 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189418 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189418 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189435 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189436 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189436 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189445 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760968189447 | EMP-2 | Mariazinha |  | CommissionedEmployee
1760968189449 | EMP-3 | Gaiato Vendedor |  | HourlyEmployee
1760968189451 | EMP-4 | Gorete |  | SalariedEmployee
1760968189466 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189466 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189467 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189623 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189635 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189635 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189653 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189653 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189653 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189661 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760968189666 | EMP-2 | Mariazinha |  | SalariedEmployee
1760968189668 | EMP-3 | Gaiato Vendedor |  | HourlyEmployee
1760968189669 | EMP-4 | Gorete |  | HourlyEmployee
1760968189685 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189685 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189686 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189813 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189826 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189826 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189844 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189844 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189844 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968189852 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760968189860 | EMP-1 | Joaozinho da Silva |  | SalariedEmployee
1760968189868 | EMP-1 | Joaozinho da Silva |  | CommissionedEmployee
1760968189870 | EMP-1 | Joaozinho da Silva |  | CommissionedEmployee
1760968189873 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760968189876 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760968189878 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968189878 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968189879 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190036 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190047 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190048 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190067 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190068 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190068 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190075 | EMP-1 | Fernanda Montenegro |  | HourlyEmployee
1760968190079 | EMP-2 | Paloma Duarte |  | HourlyEmployee
1760968190088 | EMP-3 | Lavinia Vlasak |  | HourlyEmployee
1760968190091 | EMP-4 | Claudia Abreu |  | HourlyEmployee
1760968190096 | EMP-5 | Claudia Raia |  | HourlyEmployee
1760968190099 | EMP-6 | Natalia do Valle |  | SalariedEmployee
1760968190100 | EMP-7 | Regina Duarte |  | SalariedEmployee
1760968190102 | EMP-8 | Flavia Alessandra |  | SalariedEmployee
1760968190105 | EMP-9 | Deborah Secco |  | CommissionedEmployee
1760968190108 | EMP-10 | Ana Paula Arosio |  | CommissionedEmployee
1760968190111 | EMP-11 | Suzana Vieira |  | CommissionedEmployee
1760968190114 | EMP-12 | Maite Proenca |  | CommissionedEmployee
1760968190390 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190403 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190404 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190425 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190425 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190426 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190435 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760968190438 | EMP-2 | Gaiato Vendedor |  | CommissionedEmployee
1760968190444 | EMP-3 | Joaozinho da Silva |  | HourlyEmployee
1760968190487 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190487 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190487 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190509 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190509 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190509 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190687 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190702 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190702 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190722 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190723 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190723 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190731 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760968190734 | EMP-2 | Mariazinha |  | SalariedEmployee
1760968190737 | EMP-3 | Gaiato Vendedor |  | CommissionedEmployee
1760968190742 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190742 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190743 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190744 | EMP-4 | Alfa Um Horista |  | HourlyEmployee
1760968190769 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190769 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190771 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190772 | EMP-5 | Alfa Um Horista |  | HourlyEmployee
1760968190782 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190782 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190782 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190783 | EMP-6 | Beta Dois Assalariado |  | SalariedEmployee
1760968190793 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190794 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190794 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190795 | EMP-7 | Beta Dois Assalariado |  | SalariedEmployee
1760968190802 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190802 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190803 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190804 | EMP-8 | Gama Tres Comissionado |  | CommissionedEmployee
1760968190812 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190812 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190813 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190814 | EMP-9 | Gama Tres Comissionado |  | CommissionedEmployee
1760968190822 | EMP-10 | Joao da Silva |  | HourlyEmployee
1760968190823 | EMP-11 | Mariazinha |  | SalariedEmployee
1760968190825 | EMP-12 | Gaiato Vendedor |  | CommissionedEmployee
1760968190826 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190827 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190827 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190966 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968190979 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968190980 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968190999 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191000 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191000 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968191012 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760968191016 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760968191017 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760968191020 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191020 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191021 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968191023 | EMP-4 | Joao da Silva |  | SalariedEmployee
1760968191024 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760968191051 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191051 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191051 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968191052 | EMP-6 | Joao da Silva |  | SalariedEmployee
1760968191053 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760968191062 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191062 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191062 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968191064 | EMP-8 | Joao da Silva |  | SalariedEmployee
1760968191064 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1760968191073 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191073 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191074 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968191075 | EMP-10 | Joao da Silva |  | SalariedEmployee
1760968191076 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1760968191084 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191085 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191085 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760968191086 | EMP-12 | Joao da Silva |  | HourlyEmployee
1760968191087 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760968191088 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760968191088 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760968191089 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760968191089 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105235 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105248 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105249 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105268 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105268 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105268 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105279 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969105283 | EMP-2 | Joao da Silva |  | HourlyEmployee
1760969105287 | EMP-3 | Joao da Silva |  | HourlyEmployee
1760969105289 | EMP-4 | Mariazinha |  | SalariedEmployee
1760969105293 | EMP-5 | Gaiato Vendedor |  | CommissionedEmployee
1760969105298 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105298 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105298 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105460 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105472 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105473 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105491 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105492 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105492 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105501 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969105506 | EMP-2 | Maria |  | HourlyEmployee
1760969105513 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105514 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105514 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105678 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105690 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105691 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105711 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105712 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105713 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105720 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969105722 | EMP-2 | Mariazinha |  | HourlyEmployee
1760969105726 | EMP-3 | Gaiato Vendedor |  | CommissionedEmployee
1760969105729 | EMP-4 | Gorete |  | SalariedEmployee
1760969105754 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105754 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105755 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105923 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105936 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105937 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105980 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969105980 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969105981 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969105988 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760969105990 | EMP-2 | Mariazinha |  | CommissionedEmployee
1760969105993 | EMP-3 | Gaiato Vendedor |  | HourlyEmployee
1760969105995 | EMP-4 | Gorete |  | SalariedEmployee
1760969106011 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106012 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106012 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106160 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106172 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106172 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106191 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106192 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106192 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106201 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760969106206 | EMP-2 | Mariazinha |  | SalariedEmployee
1760969106208 | EMP-3 | Gaiato Vendedor |  | HourlyEmployee
1760969106210 | EMP-4 | Gorete |  | HourlyEmployee
1760969106226 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106227 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106227 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106426 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106439 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106439 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106458 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106458 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106458 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106466 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969106474 | EMP-1 | Joaozinho da Silva |  | SalariedEmployee
1760969106483 | EMP-1 | Joaozinho da Silva |  | CommissionedEmployee
1760969106484 | EMP-1 | Joaozinho da Silva |  | CommissionedEmployee
1760969106487 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969106490 | EMP-1 | Joao da Silva |  | CommissionedEmployee
1760969106492 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106492 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106493 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106713 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106729 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106730 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106753 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969106754 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969106754 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969106763 | EMP-1 | Fernanda Montenegro |  | HourlyEmployee
1760969106768 | EMP-2 | Paloma Duarte |  | HourlyEmployee
1760969106779 | EMP-3 | Lavinia Vlasak |  | HourlyEmployee
1760969106782 | EMP-4 | Claudia Abreu |  | HourlyEmployee
1760969106788 | EMP-5 | Claudia Raia |  | HourlyEmployee
1760969106792 | EMP-6 | Natalia do Valle |  | SalariedEmployee
1760969106793 | EMP-7 | Regina Duarte |  | SalariedEmployee
1760969106797 | EMP-8 | Flavia Alessandra |  | SalariedEmployee
1760969106801 | EMP-9 | Deborah Secco |  | CommissionedEmployee
1760969106802 | EMP-10 | Ana Paula Arosio |  | CommissionedEmployee
1760969106807 | EMP-11 | Suzana Vieira |  | CommissionedEmployee
1760969106810 | EMP-12 | Maite Proenca |  | CommissionedEmployee
1760969107109 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107125 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969107126 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969107146 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107147 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969107147 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969107155 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969107159 | EMP-2 | Gaiato Vendedor |  | CommissionedEmployee
1760969107166 | EMP-3 | Joaozinho da Silva |  | HourlyEmployee
1760969107211 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107211 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969107212 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969107235 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107236 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969107236 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969107405 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107419 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969107420 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969107438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107438 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760969107438 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760969107447 | EMP-1 | Joao da Silva |  | HourlyEmployee
1760969107450 | EMP-2 | Mariazinha |  | SalariedEmployee
1760969107453 | EMP-3 | Gaiato Vendedor |  | CommissionedEmployee
1760969107458 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760969107459 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
